contract_id,customer_id,month_index,month_date,ticket_count,resolved_count,unresolved_count,total_resolution_hours,had_qbr
CUST_00002_C1,CUST_00002,19,2024-04-20,2,2,0,104.9,False
CUST_00002_C1,CUST_00002,20,2024-05-20,2,2,0,80.1,False
CUST_00002_C1,CUST_00002,21,2024-06-20,1,1,0,72.7,False
CUST_00002_C1,CUST_00002,22,2024-07-20,1,1,0,38.0,False
CUST_00002_C1,CUST_00002,23,2024-08-20,0,0,0,0.0,False
CUST_00002_C1,CUST_00002,24,2024-09-20,3,2,1,167.0,True
CUST_00002_C2,CUST_00002,1,2024-10-21,5,3,2,59.7,False
CUST_00002_C2,CUST_00002,2,2024-11-21,4,4,0,80.9,False
CUST_00002_C2,CUST_00002,3,2024-12-21,2,2,0,31.0,False
CUST_00002_C2,CUST_00002,4,2025-01-21,3,3,0,67.9,True
CUST_00002_C2,CUST_00002,5,2025-02-21,2,2,0,56.0,False
CUST_00002_C2,CUST_00002,6,2025-03-21,1,1,0,5.9,False
CUST_00002_C2,CUST_00002,7,2025-04-21,4,4,0,56.8,False
CUST_00002_C2,CUST_00002,8,2025-05-21,2,2,0,63.7,False
CUST_00002_C2,CUST_00002,9,2025-06-21,1,1,0,15.3,False
CUST_00002_C2,CUST_00002,10,2025-07-21,6,3,3,63.7,False
CUST_00002_C2,CUST_00002,11,2025-08-21,3,2,1,31.1,False
CUST_00002_C2,CUST_00002,12,2025-09-21,4,4,0,133.1,True
CUST_00003_C1,CUST_00003,1,2023-05-15,1,1,0,5.4,False
CUST_00003_C1,CUST_00003,2,2023-06-15,2,2,0,15.1,False
CUST_00003_C1,CUST_00003,3,2023-07-15,1,1,0,2.8,True
CUST_00003_C1,CUST_00003,4,2023-08-15,2,2,0,23.8,False
CUST_00003_C1,CUST_00003,5,2023-09-15,2,2,0,15.1,False
CUST_00003_C1,CUST_00003,6,2023-10-15,0,0,0,0.0,True
CUST_00003_C1,CUST_00003,7,2023-11-15,0,0,0,0.0,False
CUST_00003_C1,CUST_00003,8,2023-12-15,3,3,0,27.3,False
CUST_00003_C1,CUST_00003,9,2024-01-15,3,3,0,20.0,True
CUST_00003_C1,CUST_00003,10,2024-02-15,4,4,0,32.6,False
CUST_00003_C1,CUST_00003,11,2024-03-15,3,3,0,21.5,False
CUST_00003_C1,CUST_00003,12,2024-04-15,1,1,0,18.5,False
CUST_00003_C1,CUST_00003,13,2024-05-15,1,1,0,13.9,False
CUST_00003_C1,CUST_00003,14,2024-06-15,4,4,0,15.5,False
CUST_00003_C1,CUST_00003,15,2024-07-15,2,2,0,14.9,True
CUST_00003_C1,CUST_00003,16,2024-08-15,2,2,0,14.6,False
CUST_00003_C1,CUST_00003,17,2024-09-15,1,1,0,5.4,False
CUST_00003_C1,CUST_00003,18,2024-10-15,4,3,1,23.9,True
CUST_00003_C1,CUST_00003,19,2024-11-15,6,6,0,29.9,False
CUST_00003_C1,CUST_00003,20,2024-12-15,3,3,0,19.6,False
CUST_00003_C1,CUST_00003,21,2025-01-15,3,3,0,18.5,True
CUST_00003_C1,CUST_00003,22,2025-02-15,4,4,0,26.6,False
CUST_00003_C1,CUST_00003,23,2025-03-15,0,0,0,0.0,False
CUST_00003_C1,CUST_00003,24,2025-04-15,1,1,0,8.2,False
CUST_00004_C1,CUST_00004,1,2024-05-21,4,4,0,170.9,False
CUST_00004_C1,CUST_00004,2,2024-06-21,1,1,0,18.6,False
CUST_00004_C1,CUST_00004,3,2024-07-21,1,1,0,40.4,False
CUST_00004_C1,CUST_00004,4,2024-08-21,4,4,0,99.7,True
CUST_00004_C1,CUST_00004,5,2024-09-21,1,1,0,12.0,False
CUST_00004_C1,CUST_00004,6,2024-10-21,2,2,0,32.7,False
CUST_00004_C1,CUST_00004,7,2024-11-21,1,1,0,20.9,False
CUST_00004_C1,CUST_00004,8,2024-12-21,1,1,0,8.6,True
CUST_00004_C1,CUST_00004,9,2025-01-21,0,0,0,0.0,False
CUST_00004_C1,CUST_00004,10,2025-02-21,4,4,0,83.5,False
CUST_00004_C1,CUST_00004,11,2025-03-21,5,5,0,97.0,False
CUST_00004_C1,CUST_00004,12,2025-04-21,2,2,0,43.5,True
CUST_00004_C1,CUST_00004,13,2025-05-21,0,0,0,0.0,False
CUST_00004_C1,CUST_00004,14,2025-06-21,3,3,0,67.2,False
CUST_00004_C1,CUST_00004,15,2025-07-21,0,0,0,0.0,False
CUST_00004_C1,CUST_00004,16,2025-08-21,6,6,0,143.4,True
CUST_00004_C1,CUST_00004,17,2025-09-21,0,0,0,0.0,False
CUST_00004_C1,CUST_00004,18,2025-10-21,1,1,0,27.7,False
CUST_00004_C1,CUST_00004,19,2025-11-21,4,4,0,97.4,False
CUST_00004_C1,CUST_00004,20,2025-12-21,3,3,0,56.8,False
CUST_00004_C1,CUST_00004,21,2026-01-21,3,3,0,75.2,False
CUST_00004_C1,CUST_00004,22,2026-02-21,1,1,0,15.2,False
CUST_00004_C1,CUST_00004,23,2026-03-21,1,1,0,16.2,False
CUST_00004_C1,CUST_00004,24,2026-04-21,0,0,0,0.0,True
CUST_00004_C2,CUST_00004,1,2026-05-22,1,1,0,12.5,False
CUST_00004_C2,CUST_00004,2,2026-06-22,4,4,0,95.4,False
CUST_00004_C2,CUST_00004,3,2026-07-22,6,6,0,131.4,False
CUST_00004_C2,CUST_00004,4,2026-08-22,2,1,1,21.9,False
CUST_00004_C2,CUST_00004,5,2026-09-22,1,1,0,27.0,False
CUST_00004_C2,CUST_00004,6,2026-10-22,4,3,1,55.6,False
CUST_00004_C2,CUST_00004,7,2026-11-22,5,5,0,165.6,False
CUST_00004_C2,CUST_00004,8,2026-12-22,2,2,0,96.5,False
CUST_00004_C2,CUST_00004,9,2027-01-22,1,1,0,27.7,False
CUST_00004_C2,CUST_00004,10,2027-02-22,3,3,0,59.7,False
CUST_00004_C2,CUST_00004,11,2027-03-22,2,2,0,48.3,False
CUST_00004_C2,CUST_00004,12,2027-04-22,3,3,0,43.1,True
CUST_00004_C3,CUST_00004,1,2027-05-23,1,1,0,9.1,False
CUST_00004_C3,CUST_00004,2,2027-06-23,1,0,1,0.0,False
CUST_00004_C3,CUST_00004,3,2027-07-23,4,4,0,89.7,False
CUST_00004_C3,CUST_00004,4,2027-08-23,1,1,0,20.9,False
CUST_00004_C3,CUST_00004,5,2027-09-23,4,4,0,133.3,False
CUST_00004_C3,CUST_00004,6,2027-10-23,2,2,0,40.0,False
CUST_00004_C3,CUST_00004,7,2027-11-23,1,1,0,15.3,False
CUST_00004_C3,CUST_00004,8,2027-12-23,3,3,0,73.1,True
CUST_00004_C3,CUST_00004,9,2028-01-23,2,2,0,60.4,False
CUST_00004_C3,CUST_00004,10,2028-02-23,1,1,0,25.8,False
CUST_00004_C3,CUST_00004,11,2028-03-23,0,0,0,0.0,False
CUST_00004_C3,CUST_00004,12,2028-04-23,0,0,0,0.0,False
CUST_00005_C1,CUST_00005,1,2025-04-30,6,6,0,119.2,False
CUST_00005_C1,CUST_00005,2,2025-05-30,6,6,0,177.4,False
CUST_00005_C1,CUST_00005,3,2025-06-30,2,2,0,48.7,False
CUST_00005_C1,CUST_00005,4,2025-07-30,4,4,0,44.6,True
CUST_00005_C1,CUST_00005,5,2025-08-30,2,2,0,57.2,False
CUST_00005_C1,CUST_00005,6,2025-09-30,2,2,0,49.5,False
CUST_00005_C1,CUST_00005,7,2025-10-30,1,1,0,44.5,False
CUST_00005_C1,CUST_00005,8,2025-11-30,2,2,0,33.9,True
CUST_00005_C1,CUST_00005,9,2025-12-30,4,4,0,108.0,False
CUST_00005_C1,CUST_00005,10,2026-01-30,2,1,1,25.0,False
CUST_00005_C1,CUST_00005,11,2026-02-28,5,3,2,87.0,False
CUST_00005_C1,CUST_00005,12,2026-03-30,4,2,2,34.2,False
CUST_00005_C2,CUST_00005,1,2026-05-01,1,1,0,18.2,False
CUST_00005_C2,CUST_00005,2,2026-06-01,6,5,1,106.0,False
CUST_00005_C2,CUST_00005,3,2026-07-01,3,1,2,10.7,False
CUST_00005_C2,CUST_00005,4,2026-08-01,3,3,0,87.8,True
CUST_00005_C2,CUST_00005,5,2026-09-01,4,3,1,53.0,False
CUST_00005_C2,CUST_00005,6,2026-10-01,1,0,1,0.0,False
CUST_00005_C2,CUST_00005,7,2026-11-01,1,1,0,11.2,False
CUST_00005_C2,CUST_00005,8,2026-12-01,3,2,1,51.9,True
CUST_00005_C2,CUST_00005,9,2027-01-01,2,2,0,40.5,False
CUST_00005_C2,CUST_00005,10,2027-02-01,3,3,0,36.6,False
CUST_00005_C2,CUST_00005,11,2027-03-01,5,5,0,84.1,False
CUST_00005_C2,CUST_00005,12,2027-04-01,2,2,0,45.5,True
CUST_00005_C2,CUST_00005,13,2027-05-01,7,6,1,153.3,False
CUST_00005_C2,CUST_00005,14,2027-06-01,3,3,0,109.6,False
CUST_00005_C2,CUST_00005,15,2027-07-01,2,2,0,71.9,False
CUST_00005_C2,CUST_00005,16,2027-08-01,2,2,0,45.3,True
CUST_00005_C2,CUST_00005,17,2027-09-01,4,4,0,64.4,False
CUST_00005_C2,CUST_00005,18,2027-10-01,2,2,0,53.4,False
CUST_00005_C2,CUST_00005,19,2027-11-01,0,0,0,0.0,False
CUST_00005_C2,CUST_00005,20,2027-12-01,2,2,0,46.6,False
CUST_00005_C2,CUST_00005,21,2028-01-01,2,2,0,32.5,False
CUST_00005_C2,CUST_00005,22,2028-02-01,5,5,0,120.3,False
CUST_00005_C2,CUST_00005,23,2028-03-01,5,5,0,170.0,False
CUST_00005_C2,CUST_00005,24,2028-04-01,2,2,0,50.3,True
CUST_00005_C2,CUST_00005,25,2028-05-01,3,3,0,47.7,False
CUST_00005_C2,CUST_00005,26,2028-06-01,2,2,0,29.3,False
CUST_00005_C2,CUST_00005,27,2028-07-01,3,2,1,39.3,False
CUST_00005_C2,CUST_00005,28,2028-08-01,3,3,0,97.1,True
CUST_00005_C2,CUST_00005,29,2028-09-01,1,1,0,22.2,False
CUST_00005_C2,CUST_00005,30,2028-10-01,2,2,0,31.6,False
CUST_00005_C2,CUST_00005,31,2028-11-01,3,2,1,28.6,False
CUST_00005_C2,CUST_00005,32,2028-12-01,5,5,0,119.1,True
CUST_00005_C2,CUST_00005,33,2029-01-01,2,2,0,51.5,False
CUST_00005_C2,CUST_00005,34,2029-02-01,0,0,0,0.0,False
CUST_00005_C2,CUST_00005,35,2029-03-01,0,0,0,0.0,False
CUST_00005_C2,CUST_00005,36,2029-04-01,6,5,1,146.0,True
CUST_00005_C3,CUST_00005,1,2029-05-02,1,1,0,5.2,False
CUST_00005_C3,CUST_00005,2,2029-06-02,0,0,0,0.0,False
CUST_00005_C3,CUST_00005,3,2029-07-02,0,0,0,0.0,True
CUST_00005_C3,CUST_00005,4,2029-08-02,2,1,1,2.4,False
CUST_00005_C3,CUST_00005,5,2029-09-02,3,3,0,20.7,False
CUST_00005_C3,CUST_00005,6,2029-10-02,1,1,0,4.0,True
CUST_00005_C3,CUST_00005,7,2029-11-02,2,1,1,5.9,False
CUST_00005_C3,CUST_00005,8,2029-12-02,2,2,0,9.0,False
CUST_00005_C3,CUST_00005,9,2030-01-02,5,4,1,28.9,True
CUST_00005_C3,CUST_00005,10,2030-02-02,5,5,0,33.2,False
CUST_00005_C3,CUST_00005,11,2030-03-02,1,1,0,7.5,False
CUST_00005_C3,CUST_00005,12,2030-04-02,5,5,0,36.6,False
CUST_00005_C3,CUST_00005,13,2030-05-02,0,0,0,0.0,False
CUST_00005_C3,CUST_00005,14,2030-06-02,4,4,0,34.1,False
CUST_00005_C3,CUST_00005,15,2030-07-02,4,3,1,13.6,True
CUST_00005_C3,CUST_00005,16,2030-08-02,2,2,0,13.5,False
CUST_00005_C3,CUST_00005,17,2030-09-02,5,5,0,36.8,False
CUST_00005_C3,CUST_00005,18,2030-10-02,2,2,0,21.7,True
CUST_00005_C3,CUST_00005,19,2030-11-02,2,2,0,15.8,False
CUST_00005_C3,CUST_00005,20,2030-12-02,5,5,0,22.0,False
CUST_00005_C3,CUST_00005,21,2031-01-02,3,2,1,19.5,True
CUST_00005_C3,CUST_00005,22,2031-02-02,1,1,0,3.3,False
CUST_00005_C3,CUST_00005,23,2031-03-02,3,3,0,18.8,False
CUST_00005_C3,CUST_00005,24,2031-04-02,1,1,0,5.2,True
CUST_00006_C1,CUST_00006,1,2021-09-24,1,1,0,18.6,False
CUST_00006_C1,CUST_00006,2,2021-10-24,1,1,0,17.7,False
CUST_00006_C1,CUST_00006,3,2021-11-24,2,2,0,42.2,False
CUST_00006_C1,CUST_00006,4,2021-12-24,2,2,0,70.7,True
CUST_00006_C1,CUST_00006,5,2022-01-24,1,1,0,24.5,False
CUST_00006_C1,CUST_00006,6,2022-02-24,4,3,1,38.0,False
CUST_00006_C1,CUST_00006,7,2022-03-24,4,3,1,71.4,False
CUST_00006_C1,CUST_00006,8,2022-04-24,3,2,1,64.5,False
CUST_00006_C1,CUST_00006,9,2022-05-24,3,3,0,66.4,False
CUST_00006_C1,CUST_00006,10,2022-06-24,4,4,0,84.2,False
CUST_00006_C1,CUST_00006,11,2022-07-24,2,2,0,41.8,False
CUST_00006_C1,CUST_00006,12,2022-08-24,3,3,0,84.0,False
CUST_00006_C2,CUST_00006,1,2022-09-25,2,2,0,11.3,False
CUST_00006_C2,CUST_00006,2,2022-10-25,1,1,0,12.9,False
CUST_00006_C2,CUST_00006,3,2022-11-25,1,1,0,6.1,True
CUST_00006_C2,CUST_00006,4,2022-12-25,4,4,0,29.2,False
CUST_00006_C2,CUST_00006,5,2023-01-25,4,4,0,26.0,False
CUST_00006_C2,CUST_00006,6,2023-02-25,1,1,0,4.1,True
CUST_00006_C2,CUST_00006,7,2023-03-25,8,7,1,58.3,False
CUST_00006_C2,CUST_00006,8,2023-04-25,1,1,0,4.4,False
CUST_00006_C2,CUST_00006,9,2023-05-25,1,1,0,11.4,False
CUST_00006_C2,CUST_00006,10,2023-06-25,1,1,0,3.5,False
CUST_00006_C2,CUST_00006,11,2023-07-25,0,0,0,0.0,False
CUST_00006_C2,CUST_00006,12,2023-08-25,2,2,0,10.7,False
CUST_00006_C3,CUST_00006,1,2023-09-26,3,3,0,51.8,False
CUST_00006_C3,CUST_00006,2,2023-10-26,5,5,0,140.3,False
CUST_00006_C3,CUST_00006,3,2023-11-26,6,4,2,73.3,False
CUST_00006_C3,CUST_00006,4,2023-12-26,4,3,1,80.4,True
CUST_00006_C3,CUST_00006,5,2024-01-26,1,1,0,14.0,False
CUST_00006_C3,CUST_00006,6,2024-02-26,1,1,0,14.8,False
CUST_00006_C3,CUST_00006,7,2024-03-26,7,5,2,63.0,False
CUST_00006_C3,CUST_00006,8,2024-04-26,1,1,0,32.0,True
CUST_00006_C3,CUST_00006,9,2024-05-26,2,1,1,17.2,False
CUST_00006_C3,CUST_00006,10,2024-06-26,1,1,0,14.8,False
CUST_00006_C3,CUST_00006,11,2024-07-26,2,2,0,27.3,False
CUST_00006_C3,CUST_00006,12,2024-08-26,4,1,3,34.8,True
CUST_00007_C1,CUST_00007,1,2022-10-25,2,2,0,55.0,False
CUST_00007_C1,CUST_00007,2,2022-11-25,5,3,2,133.9,False
CUST_00007_C1,CUST_00007,3,2022-12-25,1,0,1,0.0,False
CUST_00007_C1,CUST_00007,4,2023-01-25,4,4,0,167.9,False
CUST_00007_C1,CUST_00007,5,2023-02-25,5,5,0,237.1,False
CUST_00007_C1,CUST_00007,6,2023-03-25,5,2,3,56.7,False
CUST_00007_C1,CUST_00007,7,2023-04-25,5,4,1,431.8,False
CUST_00007_C1,CUST_00007,8,2023-05-25,3,1,2,57.0,False
CUST_00007_C1,CUST_00007,9,2023-06-25,6,4,2,287.7,False
CUST_00007_C1,CUST_00007,10,2023-07-25,2,2,0,139.3,False
CUST_00007_C1,CUST_00007,11,2023-08-25,7,5,2,399.6,False
CUST_00007_C1,CUST_00007,12,2023-09-25,4,3,1,155.6,False
CUST_00007_C1,CUST_00007,13,2023-10-25,3,2,1,111.5,False
CUST_00007_C1,CUST_00007,14,2023-11-25,7,3,4,167.0,False
CUST_00007_C1,CUST_00007,15,2023-12-25,5,4,1,239.4,False
CUST_00007_C1,CUST_00007,16,2024-01-25,9,7,2,318.0,False
CUST_00007_C1,CUST_00007,17,2024-02-25,6,5,1,339.9,False
CUST_00007_C1,CUST_00007,18,2024-03-25,3,3,0,145.7,True
CUST_00007_C1,CUST_00007,19,2024-04-25,4,4,0,160.6,False
CUST_00007_C1,CUST_00007,20,2024-05-25,5,4,1,248.4,False
CUST_00007_C1,CUST_00007,21,2024-06-25,4,1,3,40.4,False
CUST_00007_C1,CUST_00007,22,2024-07-25,2,1,1,143.8,False
CUST_00007_C1,CUST_00007,23,2024-08-25,5,2,3,81.8,False
CUST_00007_C1,CUST_00007,24,2024-09-25,4,3,1,260.1,True
CUST_00008_C1,CUST_00008,1,2025-11-14,8,7,1,464.2,False
CUST_00008_C1,CUST_00008,2,2025-12-14,3,2,1,90.4,False
CUST_00008_C1,CUST_00008,3,2026-01-14,4,2,2,247.5,False
CUST_00008_C1,CUST_00008,4,2026-02-14,2,1,1,40.8,False
CUST_00008_C1,CUST_00008,5,2026-03-14,1,1,0,45.1,False
CUST_00008_C1,CUST_00008,6,2026-04-14,2,2,0,129.6,True
CUST_00008_C1,CUST_00008,7,2026-05-14,1,1,0,42.0,False
CUST_00008_C1,CUST_00008,8,2026-06-14,2,2,0,42.9,False
CUST_00008_C1,CUST_00008,9,2026-07-14,2,1,1,34.3,False
CUST_00008_C1,CUST_00008,10,2026-08-14,3,2,1,85.9,False
CUST_00008_C1,CUST_00008,11,2026-09-14,7,6,1,258.2,False
CUST_00008_C1,CUST_00008,12,2026-10-14,2,2,0,168.1,True
CUST_00009_C1,CUST_00009,1,2025-03-27,0,0,0,0.0,False
CUST_00009_C1,CUST_00009,2,2025-04-27,1,0,1,0.0,False
CUST_00009_C1,CUST_00009,3,2025-05-27,2,2,0,43.6,False
CUST_00009_C1,CUST_00009,4,2025-06-27,5,5,0,94.1,True
CUST_00009_C1,CUST_00009,5,2025-07-27,2,2,0,43.2,False
CUST_00009_C1,CUST_00009,6,2025-08-27,2,1,1,24.8,False
CUST_00009_C1,CUST_00009,7,2025-09-27,3,3,0,72.9,False
CUST_00009_C1,CUST_00009,8,2025-10-27,4,3,1,94.9,True
CUST_00009_C1,CUST_00009,9,2025-11-27,4,3,1,52.8,False
CUST_00009_C1,CUST_00009,10,2025-12-27,2,2,0,56.5,False
CUST_00009_C1,CUST_00009,11,2026-01-27,2,2,0,69.7,False
CUST_00009_C1,CUST_00009,12,2026-02-27,2,2,0,54.5,True
CUST_00009_C2,CUST_00009,1,2026-03-28,4,2,2,68.7,False
CUST_00009_C2,CUST_00009,2,2026-04-28,3,3,0,184.3,False
CUST_00009_C2,CUST_00009,3,2026-05-28,3,3,0,259.8,False
CUST_00009_C2,CUST_00009,4,2026-06-28,2,2,0,136.1,False
CUST_00009_C2,CUST_00009,5,2026-07-28,0,0,0,0.0,False
CUST_00009_C2,CUST_00009,6,2026-08-28,1,1,0,77.1,True
CUST_00009_C2,CUST_00009,7,2026-09-28,1,1,0,41.4,False
CUST_00009_C2,CUST_00009,8,2026-10-28,5,5,0,324.0,False
CUST_00009_C2,CUST_00009,9,2026-11-28,6,5,1,267.1,False
CUST_00009_C2,CUST_00009,10,2026-12-28,2,2,0,145.8,False
CUST_00009_C2,CUST_00009,11,2027-01-28,1,1,0,60.5,False
CUST_00009_C2,CUST_00009,12,2027-02-28,5,4,1,191.3,True
CUST_00010_C1,CUST_00010,1,2025-09-26,2,2,0,126.9,False
CUST_00010_C1,CUST_00010,2,2025-10-26,0,0,0,0.0,False
CUST_00010_C1,CUST_00010,3,2025-11-26,2,1,1,35.3,False
CUST_00010_C1,CUST_00010,4,2025-12-26,1,1,0,28.3,False
CUST_00010_C1,CUST_00010,5,2026-01-26,2,1,1,32.9,False
CUST_00010_C1,CUST_00010,6,2026-02-26,0,0,0,0.0,True
CUST_00010_C1,CUST_00010,7,2026-03-26,3,2,1,83.2,False
CUST_00010_C1,CUST_00010,8,2026-04-26,3,1,2,15.9,False
CUST_00010_C1,CUST_00010,9,2026-05-26,2,2,0,269.1,False
CUST_00010_C1,CUST_00010,10,2026-06-26,2,2,0,163.8,False
CUST_00010_C1,CUST_00010,11,2026-07-26,4,4,0,197.5,False
CUST_00010_C1,CUST_00010,12,2026-08-26,5,5,0,363.0,True
CUST_00010_C1,CUST_00010,13,2026-09-26,1,1,0,19.1,False
CUST_00010_C1,CUST_00010,14,2026-10-26,3,3,0,118.0,False
CUST_00010_C1,CUST_00010,15,2026-11-26,7,6,1,331.3,False
CUST_00010_C1,CUST_00010,16,2026-12-26,3,2,1,91.3,False
CUST_00010_C1,CUST_00010,17,2027-01-26,6,6,0,348.3,False
CUST_00010_C1,CUST_00010,18,2027-02-26,2,2,0,212.4,True
CUST_00010_C1,CUST_00010,19,2027-03-26,6,6,0,383.3,False
CUST_00010_C1,CUST_00010,20,2027-04-26,2,2,0,77.0,False
CUST_00010_C1,CUST_00010,21,2027-05-26,3,2,1,57.0,False
CUST_00010_C1,CUST_00010,22,2027-06-26,2,1,1,29.4,False
CUST_00010_C1,CUST_00010,23,2027-07-26,0,0,0,0.0,False
CUST_00010_C1,CUST_00010,24,2027-08-26,1,1,0,42.1,True
CUST_00010_C1,CUST_00010,25,2027-09-26,5,5,0,395.9,False
CUST_00010_C1,CUST_00010,26,2027-10-26,2,1,1,35.2,False
CUST_00010_C1,CUST_00010,27,2027-11-26,1,0,1,0.0,False
CUST_00010_C1,CUST_00010,28,2027-12-26,1,1,0,52.1,False
CUST_00010_C1,CUST_00010,29,2028-01-26,4,4,0,247.4,False
CUST_00010_C1,CUST_00010,30,2028-02-26,1,1,0,35.4,True
CUST_00010_C1,CUST_00010,31,2028-03-26,1,1,0,49.1,False
CUST_00010_C1,CUST_00010,32,2028-04-26,0,0,0,0.0,False
CUST_00010_C1,CUST_00010,33,2028-05-26,2,1,1,55.7,False
CUST_00010_C1,CUST_00010,34,2028-06-26,2,1,1,36.1,False
CUST_00010_C1,CUST_00010,35,2028-07-26,0,0,0,0.0,False
CUST_00010_C1,CUST_00010,36,2028-08-26,2,2,0,85.7,True
CUST_00011_C1,CUST_00011,1,2023-04-08,2,2,0,95.7,False
CUST_00011_C1,CUST_00011,2,2023-05-08,2,1,1,27.5,False
CUST_00011_C1,CUST_00011,3,2023-06-08,3,3,0,186.9,False
CUST_00011_C1,CUST_00011,4,2023-07-08,4,4,0,231.9,False
CUST_00011_C1,CUST_00011,5,2023-08-08,1,1,0,32.1,False
CUST_00011_C1,CUST_00011,6,2023-09-08,5,5,0,301.4,True
CUST_00011_C1,CUST_00011,7,2023-10-08,2,2,0,175.5,False
CUST_00011_C1,CUST_00011,8,2023-11-08,4,4,0,163.4,False
CUST_00011_C1,CUST_00011,9,2023-12-08,2,2,0,138.0,False
CUST_00011_C1,CUST_00011,10,2024-01-08,2,1,1,68.4,False
CUST_00011_C1,CUST_00011,11,2024-02-08,1,1,0,88.7,False
CUST_00011_C1,CUST_00011,12,2024-03-08,3,3,0,286.5,True
CUST_00011_C2,CUST_00011,1,2024-04-09,2,2,0,56.2,False
CUST_00011_C2,CUST_00011,2,2024-05-09,4,4,0,361.9,False
CUST_00011_C2,CUST_00011,3,2024-06-09,4,4,0,202.1,False
CUST_00011_C2,CUST_00011,4,2024-07-09,1,1,0,213.7,False
CUST_00011_C2,CUST_00011,5,2024-08-09,2,2,0,131.0,False
CUST_00011_C2,CUST_00011,6,2024-09-09,1,1,0,55.5,True
CUST_00011_C2,CUST_00011,7,2024-10-09,2,2,0,136.3,False
CUST_00011_C2,CUST_00011,8,2024-11-09,4,4,0,231.1,False
CUST_00011_C2,CUST_00011,9,2024-12-09,1,1,0,29.9,False
CUST_00011_C2,CUST_00011,10,2025-01-09,3,3,0,144.2,False
CUST_00011_C2,CUST_00011,11,2025-02-09,2,2,0,76.2,False
CUST_00011_C2,CUST_00011,12,2025-03-09,4,3,1,213.0,True
CUST_00011_C2,CUST_00011,13,2025-04-09,3,3,0,183.2,False
CUST_00011_C2,CUST_00011,14,2025-05-09,2,1,1,11.9,False
CUST_00011_C2,CUST_00011,15,2025-06-09,0,0,0,0.0,False
CUST_00011_C2,CUST_00011,16,2025-07-09,0,0,0,0.0,False
CUST_00011_C2,CUST_00011,17,2025-08-09,1,1,0,45.1,False
