contract_id,customer_id,month_index,month_date,actual_monthly_cost,commitment_utilization_rate,idle_resource_ratio,downtime_minutes
CUST_00004_C2,CUST_00004,9,2027-01-22,1035302,0.7151,0.2752,24
CUST_00004_C2,CUST_00004,10,2027-02-22,1101121,0.8369,0.2141,23
CUST_00004_C2,CUST_00004,11,2027-03-22,1037524,0.8681,0.1112,22
CUST_00004_C2,CUST_00004,12,2027-04-22,1025738,0.6349,0.1752,16
CUST_00004_C3,CUST_00004,1,2027-05-23,1027779,0.9459,0.2113,16
CUST_00004_C3,CUST_00004,2,2027-06-23,1101338,0.6725,0.1983,32
CUST_00004_C3,CUST_00004,3,2027-07-23,1120477,0.7893,0.1713,24
CUST_00004_C3,CUST_00004,4,2027-08-23,1089099,0.6798,0.1775,31
CUST_00004_C3,CUST_00004,5,2027-09-23,1008412,0.7788,0.1613,17
CUST_00004_C3,CUST_00004,6,2027-10-23,1121779,0.7771,0.2354,17
CUST_00004_C3,CUST_00004,7,2027-11-23,1053378,0.7952,0.1455,16
CUST_00004_C3,CUST_00004,8,2027-12-23,1012642,0.7118,0.2278,19
CUST_00004_C3,CUST_00004,9,2028-01-23,1028851,0.7088,0.014,15
CUST_00004_C3,CUST_00004,10,2028-02-23,1061243,0.6561,0.169,21
CUST_00004_C3,CUST_00004,11,2028-03-23,1019336,0.7217,0.1095,24
CUST_00004_C3,CUST_00004,12,2028-04-23,1021156,0.8051,0.1015,16
CUST_00005_C1,CUST_00005,1,2025-04-30,10420567,0.5562,0.1037,50
CUST_00005_C1,CUST_00005,2,2025-05-30,9877295,0.867,0.3608,52
CUST_00005_C1,CUST_00005,3,2025-06-30,9534143,0.7196,0.3309,37
CUST_00005_C1,CUST_00005,4,2025-07-30,10632281,0.6103,0.1907,45
CUST_00005_C1,CUST_00005,5,2025-08-30,10173214,0.8383,0.2365,40
CUST_00005_C1,CUST_00005,6,2025-09-30,9382443,0.8111,0.3071,46
CUST_00005_C1,CUST_00005,7,2025-10-30,10579697,0.5682,0.3132,52
CUST_00005_C1,CUST_00005,8,2025-11-30,9812295,0.6909,0.2647,49
CUST_00005_C1,CUST_00005,9,2025-12-30,10877447,0.7562,0.3728,58
CUST_00005_C1,CUST_00005,10,2026-01-30,10315814,0.7526,0.3387,34
CUST_00005_C1,CUST_00005,11,2026-02-28,11228613,0.6767,0.171,34
CUST_00005_C1,CUST_00005,12,2026-03-30,11196210,0.5705,0.1881,66
CUST_00005_C2,CUST_00005,1,2026-05-01,11199765,0.7336,0.3545,25
CUST_00005_C2,CUST_00005,2,2026-06-01,11994746,0.5832,0.3302,38
CUST_00005_C2,CUST_00005,3,2026-07-01,12731463,0.6824,0.2505,35
CUST_00005_C2,CUST_00005,4,2026-08-01,12570757,0.4624,0.3248,25
CUST_00005_C2,CUST_00005,5,2026-09-01,12025227,0.679,0.315,17
CUST_00005_C2,CUST_00005,6,2026-10-01,12221508,0.7186,0.2637,32
CUST_00005_C2,CUST_00005,7,2026-11-01,12238860,0.8365,0.2823,24
CUST_00005_C2,CUST_00005,8,2026-12-01,11571574,0.5202,0.2635,30
CUST_00005_C2,CUST_00005,9,2027-01-01,12039104,0.5963,0.3119,31
CUST_00005_C2,CUST_00005,10,2027-02-01,11980011,0.6575,0.1555,34
CUST_00005_C2,CUST_00005,11,2027-03-01,11481099,0.6359,0.2219,19
CUST_00005_C2,CUST_00005,12,2027-04-01,12210966,0.6617,0.2173,29
CUST_00005_C2,CUST_00005,13,2027-05-01,11804243,0.6789,0.2945,29
CUST_00005_C2,CUST_00005,14,2027-06-01,11123426,0.6994,0.269,34
CUST_00005_C2,CUST_00005,15,2027-07-01,12181327,0.7328,0.2299,29
CUST_00005_C2,CUST_00005,16,2027-08-01,12061650,0.814,0.1422,16
CUST_00005_C2,CUST_00005,17,2027-09-01,11845877,0.7464,0.2778,33
CUST_00005_C2,CUST_00005,18,2027-10-01,11685006,0.7182,0.2951,20
CUST_00005_C2,CUST_00005,19,2027-11-01,12048517,0.5359,0.2418,36
CUST_00005_C2,CUST_00005,20,2027-12-01,11561743,0.7372,0.0058,21
CUST_00005_C2,CUST_00005,21,2028-01-01,11908954,0.7443,0.1822,17
CUST_00005_C2,CUST_00005,22,2028-02-01,11885399,0.5267,0.1794,21
CUST_00005_C2,CUST_00005,23,2028-03-01,12824503,0.7642,0.291,20
CUST_00005_C2,CUST_00005,24,2028-04-01,11401848,0.5208,0.1576,30
CUST_00005_C2,CUST_00005,25,2028-05-01,12657796,0.7535,0.2279,30
CUST_00005_C2,CUST_00005,26,2028-06-01,12873422,0.8079,0.1665,18
CUST_00005_C2,CUST_00005,27,2028-07-01,12568998,0.633,0.2117,17
CUST_00005_C2,CUST_00005,28,2028-08-01,12234819,0.6445,0.3609,24
CUST_00005_C2,CUST_00005,29,2028-09-01,13238905,0.5757,0.2277,33
CUST_00005_C2,CUST_00005,30,2028-10-01,13700627,0.6186,0.3051,37
CUST_00005_C2,CUST_00005,31,2028-11-01,12677362,0.5977,0.1803,24
CUST_00005_C2,CUST_00005,32,2028-12-01,12647224,0.5297,0.321,26
CUST_00005_C2,CUST_00005,33,2029-01-01,14339884,0.6094,0.2755,44
CUST_00005_C2,CUST_00005,34,2029-02-01,13228036,0.5886,0.2565,21
CUST_00005_C2,CUST_00005,35,2029-03-01,12883139,0.7529,0.2776,25
CUST_00005_C2,CUST_00005,36,2029-04-01,12930296,0.6453,0.3888,36
CUST_00005_C3,CUST_00005,1,2029-05-02,12273236,0.8617,0.2134,13
CUST_00005_C3,CUST_00005,2,2029-06-02,11612118,0.6301,0.091,14
CUST_00005_C3,CUST_00005,3,2029-07-02,13413245,0.7161,0.1719,42
CUST_00005_C3,CUST_00005,4,2029-08-02,13689648,0.6608,0.3502,33
CUST_00005_C3,CUST_00005,5,2029-09-02,13175618,0.6859,0.3159,24
CUST_00005_C3,CUST_00005,6,2029-10-02,13798303,0.6609,0.1282,14
CUST_00005_C3,CUST_00005,7,2029-11-02,13158554,0.6574,0.2015,28
CUST_00005_C3,CUST_00005,8,2029-12-02,12020118,0.6579,0.1928,29
CUST_00005_C3,CUST_00005,9,2030-01-02,13359103,0.6499,0.2595,32
CUST_00005_C3,CUST_00005,10,2030-02-02,12869233,0.7551,0.2799,18
CUST_00005_C3,CUST_00005,11,2030-03-02,12971034,0.8695,0.1235,29
CUST_00005_C3,CUST_00005,12,2030-04-02,12888885,0.6128,0.2161,36
CUST_00005_C3,CUST_00005,13,2030-05-02,13278114,0.7248,0.2553,21
CUST_00005_C3,CUST_00005,14,2030-06-02,14264275,0.8713,0.2258,21
CUST_00005_C3,CUST_00005,15,2030-07-02,13450147,0.6699,0.2335,23
CUST_00005_C3,CUST_00005,16,2030-08-02,13600866,0.6552,0.3064,31
CUST_00005_C3,CUST_00005,17,2030-09-02,13758765,0.715,0.2063,23
CUST_00005_C3,CUST_00005,18,2030-10-02,13854744,0.7179,0.1879,18
CUST_00005_C3,CUST_00005,19,2030-11-02,14896632,0.7587,0.1898,23
CUST_00005_C3,CUST_00005,20,2030-12-02,14653127,0.5976,0.2558,46
CUST_00005_C3,CUST_00005,21,2031-01-02,14009519,0.5263,0.2405,26
CUST_00005_C3,CUST_00005,22,2031-02-02,15291842,0.6689,0.1374,25
CUST_00005_C3,CUST_00005,23,2031-03-02,14363680,0.755,0.3366,17
CUST_00005_C3,CUST_00005,24,2031-04-02,13948840,0.7823,0.2035,27
CUST_00006_C1,CUST_00006,1,2021-09-24,2309309,0.6105,0.3112,20
CUST_00006_C1,CUST_00006,2,2021-10-24,2715307,0.7402,0.1238,32
CUST_00006_C1,CUST_00006,3,2021-11-24,2502658,0.6845,0.1858,21
CUST_00006_C1,CUST_00006,4,2021-12-24,2540585,0.6633,0.2809,31
CUST_00006_C1,CUST_00006,5,2022-01-24,2578741,0.6404,0.1101,19
CUST_00006_C1,CUST_00006,6,2022-02-24,2397006,0.7506,0.1365,18
CUST_00006_C1,CUST_00006,7,2022-03-24,2635896,0.9149,0.2967,25
CUST_00006_C1,CUST_00006,8,2022-04-24,2563557,0.7363,0.2076,34
CUST_00006_C1,CUST_00006,9,2022-05-24,2395625,0.5749,0.3024,14
CUST_00006_C1,CUST_00006,10,2022-06-24,2684546,0.7177,0.203,32
CUST_00006_C1,CUST_00006,11,2022-07-24,2654981,0.7889,0.2233,17
CUST_00006_C1,CUST_00006,12,2022-08-24,2612444,0.6323,0.1433,27
CUST_00006_C2,CUST_00006,1,2022-09-25,1752692,0.9177,0.1145,20
CUST_00006_C2,CUST_00006,2,2022-10-25,1718907,0.5865,0.2915,20
CUST_00006_C2,CUST_00006,3,2022-11-25,1805653,0.6379,0.3089,18
CUST_00006_C2,CUST_00006,4,2022-12-25,1832658,0.6345,0.2167,29
CUST_00006_C2,CUST_00006,5,2023-01-25,1774675,0.7012,0.1713,21
CUST_00006_C2,CUST_00006,6,2023-02-25,1703226,0.7586,0.2897,19
CUST_00006_C2,CUST_00006,7,2023-03-25,1785228,0.7649,0.2153,29
CUST_00006_C2,CUST_00006,8,2023-04-25,1676346,0.7778,0.3541,20
CUST_00006_C2,CUST_00006,9,2023-05-25,1735385,0.7382,0.2447,23
CUST_00006_C2,CUST_00006,10,2023-06-25,1800810,0.5701,0.2904,25
CUST_00006_C2,CUST_00006,11,2023-07-25,1850343,0.7418,0.236,30
CUST_00006_C2,CUST_00006,12,2023-08-25,1775499,0.8042,0.1537,13
CUST_00006_C3,CUST_00006,1,2023-09-26,1718567,0.5252,0.3045,21
CUST_00006_C3,CUST_00006,2,2023-10-26,1720423,0.6477,0.1581,24
CUST_00006_C3,CUST_00006,3,2023-11-26,1905068,0.6615,0.3191,35
CUST_00006_C3,CUST_00006,4,2023-12-26,1843712,0.6202,0.2251,28
CUST_00006_C3,CUST_00006,5,2024-01-26,1786081,0.6921,0.2122,22
CUST_00006_C3,CUST_00006,6,2024-02-26,1821648,0.7845,0.1359,33
CUST_00006_C3,CUST_00006,7,2024-03-26,1933570,0.7528,0.3361,34
CUST_00006_C3,CUST_00006,8,2024-04-26,1866499,0.6524,0.2008,26
CUST_00006_C3,CUST_00006,9,2024-05-26,1609846,0.7123,0.2478,19
CUST_00006_C3,CUST_00006,10,2024-06-26,1949625,0.8036,0.1629,21
CUST_00006_C3,CUST_00006,11,2024-07-26,1884771,0.8478,0.2078,29
CUST_00006_C3,CUST_00006,12,2024-08-26,1887414,0.6519,0.2397,34
CUST_00007_C1,CUST_00007,1,2022-10-25,8992728,0.8183,0.29,62
CUST_00007_C1,CUST_00007,2,2022-11-25,9239150,0.6362,0.2724,56
CUST_00007_C1,CUST_00007,3,2022-12-25,8735214,0.713,0.2474,42
CUST_00007_C1,CUST_00007,4,2023-01-25,8830076,0.4434,0.3031,51
CUST_00007_C1,CUST_00007,5,2023-02-25,9170975,0.5606,0.3744,68
CUST_00007_C1,CUST_00007,6,2023-03-25,8838772,0.6374,0.2451,46
CUST_00007_C1,CUST_00007,7,2023-04-25,9291461,0.6195,0.2504,44
CUST_00007_C1,CUST_00007,8,2023-05-25,10141174,0.5358,0.329,65
CUST_00007_C1,CUST_00007,9,2023-06-25,9545006,0.7034,0.272,65
CUST_00007_C1,CUST_00007,10,2023-07-25,9251563,0.5979,0.2607,62
CUST_00007_C1,CUST_00007,11,2023-08-25,9825618,0.7012,0.2849,65
CUST_00007_C1,CUST_00007,12,2023-09-25,9347533,0.6781,0.3151,48
CUST_00007_C1,CUST_00007,13,2023-10-25,9389932,0.5457,0.3426,52
CUST_00007_C1,CUST_00007,14,2023-11-25,8972701,0.539,0.2172,50
CUST_00007_C1,CUST_00007,15,2023-12-25,10037517,0.6426,0.198,54
CUST_00007_C1,CUST_00007,16,2024-01-25,9132706,0.6145,0.2381,81
CUST_00007_C1,CUST_00007,17,2024-02-25,9938007,0.7688,0.4263,94
CUST_00007_C1,CUST_00007,18,2024-03-25,9695026,0.6274,0.3355,64
CUST_00007_C1,CUST_00007,19,2024-04-25,9364290,0.6225,0.1929,52
CUST_00007_C1,CUST_00007,20,2024-05-25,9260201,0.6494,0.2454,42
CUST_00007_C1,CUST_00007,21,2024-06-25,9872618,0.6322,0.2733,60
CUST_00007_C1,CUST_00007,22,2024-07-25,9845834,0.7313,0.2154,44
CUST_00007_C1,CUST_00007,23,2024-08-25,9545212,0.5205,0.268,82
CUST_00007_C1,CUST_00007,24,2024-09-25,9676166,0.6521,0.4228,78
CUST_00008_C1,CUST_00008,1,2025-11-14,1963084,0.6032,0.2508,46
CUST_00008_C1,CUST_00008,2,2025-12-14,1945827,0.6809,0.2757,34
CUST_00008_C1,CUST_00008,3,2026-01-14,1881824,0.736,0.1481,45
CUST_00008_C1,CUST_00008,4,2026-02-14,1950491,0.6371,0.3253,64
CUST_00008_C1,CUST_00008,5,2026-03-14,2143360,0.5714,0.258,38
CUST_00008_C1,CUST_00008,6,2026-04-14,2034952,0.6362,0.1798,49
CUST_00008_C1,CUST_00008,7,2026-05-14,2104100,0.7588,0.1544,49
CUST_00008_C1,CUST_00008,8,2026-06-14,2025267,0.5602,0.262,60
CUST_00008_C1,CUST_00008,9,2026-07-14,2002311,0.6279,0.2879,37
CUST_00008_C1,CUST_00008,10,2026-08-14,2072723,0.6521,0.272,42
CUST_00008_C1,CUST_00008,11,2026-09-14,2093475,0.5733,0.2764,45
CUST_00008_C1,CUST_00008,12,2026-10-14,2052705,0.6249,0.1582,44
CUST_00009_C1,CUST_00009,1,2025-03-27,3516696,0.7434,0.2018,34
CUST_00009_C1,CUST_00009,2,2025-04-27,3636246,0.7558,0.2575,46
CUST_00009_C1,CUST_00009,3,2025-05-27,3366225,0.7777,0.2637,30
CUST_00009_C1,CUST_00009,4,2025-06-27,4011713,0.7129,0.2203,37
CUST_00009_C1,CUST_00009,5,2025-07-27,3734317,0.6692,0.2617,58
CUST_00009_C1,CUST_00009,6,2025-08-27,3855535,0.6651,0.2076,55
CUST_00009_C1,CUST_00009,7,2025-09-27,3676695,0.6988,0.243,48
CUST_00009_C1,CUST_00009,8,2025-10-27,3771979,0.628,0.2736,50
CUST_00009_C1,CUST_00009,9,2025-11-27,3678842,0.6172,0.3305,65
CUST_00009_C1,CUST_00009,10,2025-12-27,3477222,0.7087,0.1256,40
CUST_00009_C1,CUST_00009,11,2026-01-27,3817279,0.6635,0.1531,48
CUST_00009_C1,CUST_00009,12,2026-02-27,3534133,0.8883,0.1387,46
CUST_00009_C2,CUST_00009,1,2026-03-28,4611781,0.7631,0.3369,57
CUST_00009_C2,CUST_00009,2,2026-04-28,4371627,0.8203,0.1971,42
CUST_00009_C2,CUST_00009,3,2026-05-28,4110386,0.7418,0.2552,37
CUST_00009_C2,CUST_00009,4,2026-06-28,4516845,0.7043,0.2535,51
CUST_00009_C2,CUST_00009,5,2026-07-28,4641319,0.7447,0.3064,57
CUST_00009_C2,CUST_00009,6,2026-08-28,4600307,0.6462,0.284,36
CUST_00009_C2,CUST_00009,7,2026-09-28,4481989,0.8152,0.0809,42
CUST_00009_C2,CUST_00009,8,2026-10-28,4655981,0.5939,0.2364,52
CUST_00009_C2,CUST_00009,9,2026-11-28,4119157,0.7919,0.1363,29
CUST_00009_C2,CUST_00009,10,2026-12-28,4385989,0.5518,0.233,46
CUST_00009_C2,CUST_00009,11,2027-01-28,4444025,0.726,0.2532,45
CUST_00009_C2,CUST_00009,12,2027-02-28,4945646,0.6014,0.2994,57
CUST_00010_C1,CUST_00010,1,2025-09-26,4922778,0.7875,0.2971,28
CUST_00010_C1,CUST_00010,2,2025-10-26,5159871,0.9188,0.0573,38
CUST_00010_C1,CUST_00010,3,2025-11-26,5483645,0.8241,0.1788,35
CUST_00010_C1,CUST_00010,4,2025-12-26,5066622,0.7402,0.0644,26
CUST_00010_C1,CUST_00010,5,2026-01-26,5180300,0.6993,0.1301,38
CUST_00010_C1,CUST_00010,6,2026-02-26,5347117,0.6665,0.1474,30
CUST_00010_C1,CUST_00010,7,2026-03-26,5350099,0.7948,0.2377,44
CUST_00010_C1,CUST_00010,8,2026-04-26,5716604,0.7704,0.073,40
CUST_00010_C1,CUST_00010,9,2026-05-26,5426119,0.5951,0.3054,31
CUST_00010_C1,CUST_00010,10,2026-06-26,5791788,0.6788,0.2785,56
CUST_00010_C1,CUST_00010,11,2026-07-26,5553304,0.8652,0.0955,38
CUST_00010_C1,CUST_00010,12,2026-08-26,5464293,0.8406,0.2329,35
CUST_00010_C1,CUST_00010,13,2026-09-26,5673889,0.7149,0.2042,23
CUST_00010_C1,CUST_00010,14,2026-10-26,5737396,0.7152,0.0888,40
CUST_00010_C1,CUST_00010,15,2026-11-26,5818733,0.9155,0.1539,51
CUST_00010_C1,CUST_00010,16,2026-12-26,5769639,0.7593,0.058,46
CUST_00010_C1,CUST_00010,17,2027-01-26,5566543,0.7073,0.1744,47
CUST_00010_C1,CUST_00010,18,2027-02-26,6057654,0.6646,0.318,64
CUST_00010_C1,CUST_00010,19,2027-03-26,6015196,0.8347,0.1376,30
CUST_00010_C1,CUST_00010,20,2027-04-26,5700516,0.4982,0.3338,40
CUST_00010_C1,CUST_00010,21,2027-05-26,5332829,0.7911,0.1167,33
CUST_00010_C1,CUST_00010,22,2027-06-26,6343524,0.5875,0.293,44
CUST_00010_C1,CUST_00010,23,2027-07-26,5539494,0.7898,0.1926,30
CUST_00010_C1,CUST_00010,24,2027-08-26,5700698,0.69,0.1119,33
CUST_00010_C1,CUST_00010,25,2027-09-26,6308359,0.6408,0.2281,33
CUST_00010_C1,CUST_00010,26,2027-10-26,5986623,0.586,0.157,27
CUST_00010_C1,CUST_00010,27,2027-11-26,5828694,0.6674,0.18,42
CUST_00010_C1,CUST_00010,28,2027-12-26,5791664,0.8161,0.1034,17
CUST_00010_C1,CUST_00010,29,2028-01-26,5694239,0.7763,0.273,31
CUST_00010_C1,CUST_00010,30,2028-02-26,5912635,0.7307,0.1809,42
CUST_00010_C1,CUST_00010,31,2028-03-26,5423058,0.7469,0.2172,27
CUST_00010_C1,CUST_00010,32,2028-04-26,6059309,0.7351,0.0924,40
