customer_id,contract_id,contract_seq,industry,company_size,account_created_date,contract_start_date,contract_end_date,contract_term_months,tenure_months,renewal_count,managed_service_plan,support_plan
CUST_00046,CUST_00046_C2,2,유통/커머스,5-49인,2025-09-08,2026-09-09,2028-09-09,24,12,1,Basic,Standard
CUST_00047,CUST_00047_C1,1,제조업,5-49인,2022-06-06,2022-06-06,2023-06-06,12,0,0,Basic,Standard
CUST_00048,CUST_00048_C1,1,IT/소프트웨어,5-49인,2024-12-12,2024-12-12,2026-12-12,24,0,0,Standard,Enterprise
CUST_00049,CUST_00049_C1,1,금융/보험,50-299인,2024-09-16,2024-09-16,2026-09-16,24,0,0,Standard,Enterprise
CUST_00049,CUST_00049_C2,2,금융/보험,50-299인,2024-09-16,2026-09-17,2029-09-17,36,24,1,Standard,Enterprise
CUST_00049,CUST_00049_C3,3,금융/보험,50-299인,2024-09-16,2029-09-18,2031-09-18,24,60,2,Standard,Standard
CUST_00050,CUST_00050_C1,1,유통/커머스,5-49인,2023-03-14,2023-03-14,2025-03-14,24,0,0,Basic,Priority
CUST_00050,CUST_00050_C2,2,유통/커머스,5-49인,2023-03-14,2025-03-15,2026-03-15,12,24,1,Basic,Priority
CUST_00051,CUST_00051_C1,1,물류/운송,5-49인,2025-05-23,2025-05-23,2026-05-23,12,0,0,Basic,Standard
CUST_00052,CUST_00052_C1,1,교육,5-49인,2025-05-18,2025-05-18,2027-05-18,24,0,0,Basic,Priority
CUST_00053,CUST_00053_C1,1,의료/헬스케어,5-49인,2026-06-18,2026-06-18,2028-06-18,24,0,0,Standard,Standard
CUST_00054,CUST_00054_C1,1,물류/운송,5-49인,2025-05-23,2025-05-23,2027-05-23,24,0,0,Basic,Priority
CUST_00055,CUST_00055_C1,1,제조업,300인이상,2024-01-25,2024-01-25,2026-01-25,24,0,0,Standard,Enterprise
CUST_00055,CUST_00055_C2,2,제조업,300인이상,2024-01-25,2026-01-26,2027-01-26,12,24,1,Standard,Priority
CUST_00055,CUST_00055_C3,3,제조업,300인이상,2024-01-25,2027-01-27,2029-01-27,24,36,2,Standard,Enterprise
CUST_00056,CUST_00056_C1,1,의료/헬스케어,5-49인,2022-07-26,2022-07-26,2023-07-26,12,0,0,Basic,Priority
CUST_00057,CUST_00057_C1,1,유통/커머스,5-49인,2025-10-21,2025-10-21,2026-10-21,12,0,0,Basic,Standard
CUST_00058,CUST_00058_C1,1,의료/헬스케어,5-49인,2021-10-18,2021-10-18,2022-10-18,12,0,0,Basic,Standard
CUST_00059,CUST_00059_C1,1,물류/운송,5-49인,2023-11-03,2023-11-03,2024-11-03,12,0,0,Basic,Priority
CUST_00059,CUST_00059_C2,2,물류/운송,5-49인,2023-11-03,2024-11-04,2025-11-04,12,12,1,Basic,Standard
CUST_00059,CUST_00059_C3,3,물류/운송,5-49인,2023-11-03,2025-11-05,2028-11-05,36,24,2,Basic,Standard
CUST_00060,CUST_00060_C1,1,제조업,5-49인,2023-04-14,2023-04-14,2026-04-14,36,0,0,Premium,Enterprise
CUST_00060,CUST_00060_C2,2,제조업,5-49인,2023-04-14,2026-04-15,2028-04-15,24,36,1,Premium,Enterprise
CUST_00061,CUST_00061_C1,1,제조업,5-49인,2025-05-06,2025-05-06,2026-05-06,12,0,0,Basic,Standard
CUST_00062,CUST_00062_C1,1,제조업,5-49인,2022-11-04,2022-11-04,2023-11-04,12,0,0,Basic,Standard
CUST_00063,CUST_00063_C1,1,IT/소프트웨어,5-49인,2024-11-13,2024-11-13,2025-11-13,12,0,0,Standard,Enterprise
CUST_00064,CUST_00064_C1,1,유통/커머스,5-49인,2026-04-23,2026-04-23,2028-04-23,24,0,0,Standard,Priority
CUST_00064,CUST_00064_C2,2,유통/커머스,5-49인,2026-04-23,2028-04-24,2029-04-24,12,24,1,Standard,Enterprise
CUST_00065,CUST_00065_C1,1,IT/소프트웨어,5-49인,2022-06-17,2022-06-17,2023-06-17,12,0,0,Basic,Priority
CUST_00066,CUST_00066_C1,1,금융/보험,5-49인,2024-08-09,2024-08-09,2025-08-09,12,0,0,Standard,Standard
CUST_00067,CUST_00067_C1,1,금융/보험,5-49인,2026-07-27,2026-07-27,2028-07-27,24,0,0,Standard,Priority
CUST_00068,CUST_00068_C1,1,유통/커머스,300인이상,2025-03-16,2025-03-16,2026-03-16,12,0,0,Standard,Standard
CUST_00069,CUST_00069_C1,1,교육,5-49인,2024-04-20,2024-04-20,2027-04-20,36,0,0,Standard,Priority
CUST_00069,CUST_00069_C2,2,교육,5-49인,2024-04-20,2027-04-21,2028-04-21,12,36,1,Standard,Enterprise
CUST_00070,CUST_00070_C1,1,금융/보험,5-49인,2024-08-04,2024-08-04,2025-08-04,12,0,0,Basic,Standard
CUST_00070,CUST_00070_C2,2,금융/보험,5-49인,2024-08-04,2025-08-05,2026-08-05,12,12,1,Basic,Standard
CUST_00070,CUST_00070_C3,3,금융/보험,5-49인,2024-08-04,2026-08-06,2028-08-06,24,24,2,Basic,Priority
CUST_00071,CUST_00071_C1,1,물류/운송,5-49인,2023-02-17,2023-02-17,2024-02-17,12,0,0,Basic,Standard
CUST_00071,CUST_00071_C2,2,물류/운송,5-49인,2023-02-17,2024-02-18,2025-02-18,12,12,1,Basic,Standard
CUST_00071,CUST_00071_C3,3,물류/운송,5-49인,2023-02-17,2025-02-19,2026-02-19,12,24,2,Basic,Standard
CUST_00072,CUST_00072_C1,1,금융/보험,5-49인,2024-09-02,2024-09-02,2025-09-02,12,0,0,Premium,Enterprise
CUST_00072,CUST_00072_C2,2,금융/보험,5-49인,2024-09-02,2025-09-03,2026-09-03,12,12,1,Premium,Standard
CUST_00072,CUST_00072_C3,3,금융/보험,5-49인,2024-09-02,2026-09-04,2029-09-04,36,24,2,Premium,Priority
CUST_00073,CUST_00073_C1,1,금융/보험,5-49인,2022-01-11,2022-01-11,2023-01-11,12,0,0,Basic,Standard
CUST_00074,CUST_00074_C1,1,유통/커머스,5-49인,2023-03-05,2023-03-05,2025-03-05,24,0,0,Basic,Standard
CUST_00074,CUST_00074_C2,2,유통/커머스,5-49인,2023-03-05,2025-03-06,2026-03-06,12,24,1,Basic,Standard
CUST_00075,CUST_00075_C1,1,물류/운송,5-49인,2022-12-11,2022-12-11,2024-12-11,24,0,0,Basic,Standard
CUST_00076,CUST_00076_C1,1,IT/소프트웨어,5-49인,2025-11-28,2025-11-28,2027-11-28,24,0,0,Basic,Standard
CUST_00077,CUST_00077_C1,1,제조업,50-299인,2025-03-22,2025-03-22,2027-03-22,24,0,0,Premium,Enterprise
CUST_00078,CUST_00078_C1,1,IT/소프트웨어,5-49인,2022-04-09,2022-04-09,2023-04-09,12,0,0,Basic,Standard
CUST_00079,CUST_00079_C1,1,제조업,5-49인,2026-05-11,2026-05-11,2027-05-11,12,0,0,Premium,Enterprise
CUST_00080,CUST_00080_C1,1,유통/커머스,5-49인,2024-12-03,2024-12-03,2025-12-03,12,0,0,Standard,Enterprise
CUST_00081,CUST_00081_C1,1,물류/운송,5-49인,2026-02-09,2026-02-09,2028-02-09,24,0,0,Basic,Standard
CUST_00082,CUST_00082_C1,1,금융/보험,5-49인,2024-12-09,2024-12-09,2026-12-09,24,0,0,Standard,Priority
CUST_00082,CUST_00082_C2,2,금융/보험,5-49인,2024-12-09,2026-12-10,2027-12-10,12,24,1,Standard,Standard
CUST_00083,CUST_00083_C1,1,IT/소프트웨어,5-49인,2023-05-29,2023-05-29,2024-05-29,12,0,0,Basic,Priority
CUST_00084,CUST_00084_C1,1,의료/헬스케어,50-299인,2025-05-20,2025-05-20,2027-05-20,24,0,0,Standard,Priority
CUST_00084,CUST_00084_C2,2,의료/헬스케어,50-299인,2025-05-20,2027-05-21,2028-05-21,12,24,1,Standard,Priority
CUST_00085,CUST_00085_C1,1,IT/소프트웨어,5-49인,2023-07-14,2023-07-14,2025-07-14,24,0,0,Basic,Standard
CUST_00085,CUST_00085_C2,2,IT/소프트웨어,5-49인,2023-07-14,2025-07-15,2027-07-15,24,24,1,Basic,Priority
CUST_00086,CUST_00086_C1,1,금융/보험,5-49인,2022-08-13,2022-08-13,2023-08-13,12,0,0,Basic,Standard
CUST_00087,CUST_00087_C1,1,교육,5-49인,2025-03-08,2025-03-08,2027-03-08,24,0,0,Standard,Priority
CUST_00087,CUST_00087_C2,2,교육,5-49인,2025-03-08,2027-03-09,2030-03-09,36,24,1,Standard,Priority
CUST_00088,CUST_00088_C1,1,금융/보험,5-49인,2025-03-27,2025-03-27,2026-03-27,12,0,0,Basic,Standard
CUST_00089,CUST_00089_C1,1,제조업,5-49인,2024-09-04,2024-09-04,2025-09-04,12,0,0,Standard,Priority
CUST_00089,CUST_00089_C2,2,제조업,5-49인,2024-09-04,2025-09-05,2026-09-05,12,12,1,Standard,Standard
CUST_00090,CUST_00090_C1,1,제조업,5-49인,2023-09-20,2023-09-20,2024-09-20,12,0,0,Basic,Standard
CUST_00091,CUST_00091_C1,1,물류/운송,50-299인,2024-05-17,2024-05-17,2027-05-17,36,0,0,Standard,Priority
CUST_00092,CUST_00092_C1,1,교육,300인이상,2025-03-28,2025-03-28,2028-03-28,36,0,0,Standard,Priority
CUST_00092,CUST_00092_C2,2,교육,300인이상,2025-03-28,2028-03-29,2031-03-29,36,36,1,Standard,Priority
CUST_00093,CUST_00093_C1,1,IT/소프트웨어,5-49인,2025-11-03,2025-11-03,2026-11-03,12,0,0,Basic,Priority
CUST_00094,CUST_00094_C1,1,제조업,5-49인,2023-08-22,2023-08-22,2026-08-22,36,0,0,Basic,Standard
CUST_00095,CUST_00095_C1,1,의료/헬스케어,5-49인,2026-05-15,2026-05-15,2027-05-15,12,0,0,Basic,Standard
CUST_00095,CUST_00095_C2,2,의료/헬스케어,5-49인,2026-05-15,2027-05-16,2028-05-16,12,12,1,Basic,Standard
CUST_00096,CUST_00096_C1,1,의료/헬스케어,5-49인,2024-07-14,2024-07-14,2026-07-14,24,0,0,Standard,Standard
CUST_00097,CUST_00097_C1,1,물류/운송,300인이상,2021-09-26,2021-09-26,2022-09-26,12,0,0,Premium,Enterprise
CUST_00098,CUST_00098_C1,1,제조업,5-49인,2022-02-21,2022-02-21,2025-02-21,36,0,0,Basic,Priority
CUST_00099,CUST_00099_C1,1,유통/커머스,5-49인,2025-06-07,2025-06-07,2026-06-07,12,0,0,Basic,Standard
CUST_00100,CUST_00100_C1,1,의료/헬스케어,5-49인,2024-09-01,2024-09-01,2026-09-01,24,0,0,Basic,Priority
CUST_00100,CUST_00100_C2,2,의료/헬스케어,5-49인,2024-09-01,2026-09-02,2028-09-02,24,24,1,Basic,Standard
CUST_00101,CUST_00101_C1,1,물류/운송,5-49인,2022-08-10,2022-08-10,2023-08-10,12,0,0,Standard,Priority
CUST_00102,CUST_00102_C1,1,유통/커머스,5-49인,2024-08-06,2024-08-06,2026-08-06,24,0,0,Standard,Priority
CUST_00103,CUST_00103_C1,1,유통/커머스,5-49인,2025-12-10,2025-12-10,2026-12-10,12,0,0,Basic,Standard
CUST_00103,CUST_00103_C2,2,유통/커머스,5-49인,2025-12-10,2026-12-11,2027-12-11,12,12,1,Basic,Priority
CUST_00103,CUST_00103_C3,3,유통/커머스,5-49인,2025-12-10,2027-12-12,2029-12-12,24,24,2,Basic,Standard
CUST_00104,CUST_00104_C1,1,유통/커머스,50-299인,2024-09-18,2024-09-18,2027-09-18,36,0,0,Standard,Priority
CUST_00105,CUST_00105_C1,1,교육,5-49인,2022-05-03,2022-05-03,2023-05-03,12,0,0,Basic,Standard
CUST_00105,CUST_00105_C2,2,교육,5-49인,2022-05-03,2023-05-04,2024-05-04,12,12,1,Basic,Standard
CUST_00106,CUST_00106_C1,1,IT/소프트웨어,5-49인,2022-09-10,2022-09-10,2024-09-10,24,0,0,Basic,Standard
CUST_00106,CUST_00106_C2,2,IT/소프트웨어,5-49인,2022-09-10,2024-09-11,2025-09-11,12,24,1,Basic,Priority
CUST_00106,CUST_00106_C3,3,IT/소프트웨어,5-49인,2022-09-10,2025-09-12,2027-09-12,24,36,2,Basic,Standard
CUST_00107,CUST_00107_C1,1,IT/소프트웨어,5-49인,2023-09-01,2023-09-01,2024-09-01,12,0,0,Basic,Standard
CUST_00108,CUST_00108_C1,1,IT/소프트웨어,5-49인,2024-11-01,2024-11-01,2025-11-01,12,0,0,Standard,Enterprise
CUST_00109,CUST_00109_C1,1,유통/커머스,50-299인,2026-02-22,2026-02-22,2027-02-22,12,0,0,Standard,Standard
CUST_00110,CUST_00110_C1,1,금융/보험,5-49인,2026-06-20,2026-06-20,2027-06-20,12,0,0,Standard,Priority
CUST_00111,CUST_00111_C1,1,유통/커머스,5-49인,2025-04-13,2025-04-13,2026-04-13,12,0,0,Basic,Priority
CUST_00111,CUST_00111_C2,2,유통/커머스,5-49인,2025-04-13,2026-04-14,2027-04-14,12,12,1,Basic,Standard
CUST_00111,CUST_00111_C3,3,유통/커머스,5-49인,2025-04-13,2027-04-15,2028-04-15,12,24,2,Basic,Standard
CUST_00112,CUST_00112_C1,1,물류/운송,5-49인,2022-04-19,2022-04-19,2023-04-19,12,0,0,Basic,Standard
CUST_00113,CUST_00113_C1,1,제조업,5-49인,2022-10-31,2022-10-31,2024-10-31,24,0,0,Premium,Priority
CUST_00113,CUST_00113_C2,2,제조업,5-49인,2022-10-31,2024-11-01,2026-11-01,24,25,1,Basic,Standard
CUST_00114,CUST_00114_C1,1,금융/보험,5-49인,2022-06-14,2022-06-14,2023-06-14,12,0,0,Basic,Standard
CUST_00114,CUST_00114_C2,2,금융/보험,5-49인,2022-06-14,2023-06-15,2025-06-15,24,12,1,Basic,Priority
CUST_00114,CUST_00114_C3,3,금융/보험,5-49인,2022-06-14,2025-06-16,2026-06-16,12,36,2,Basic,Priority
CUST_00115,CUST_00115_C1,1,제조업,5-49인,2026-04-19,2026-04-19,2027-04-19,12,0,0,Basic,Priority
CUST_00116,CUST_00116_C1,1,교육,50-299인,2025-10-14,2025-10-14,2027-10-14,24,0,0,Premium,Enterprise
CUST_00116,CUST_00116_C2,2,교육,50-299인,2025-10-14,2027-10-15,2028-10-15,12,24,1,Premium,Enterprise
CUST_00117,CUST_00117_C1,1,금융/보험,5-49인,2022-01-20,2022-01-20,2024-01-20,24,0,0,Basic,Standard
CUST_00117,CUST_00117_C2,2,금융/보험,5-49인,2022-01-20,2024-01-21,2025-01-21,12,24,1,Basic,Standard
CUST_00117,CUST_00117_C3,3,금융/보험,5-49인,2022-01-20,2025-01-22,2027-01-22,24,36,2,Basic,Standard
CUST_00118,CUST_00118_C1,1,제조업,50-299인,2022-01-08,2022-01-08,2024-01-08,24,0,0,Premium,Priority
CUST_00118,CUST_00118_C2,2,제조업,50-299인,2022-01-08,2024-01-09,2025-01-09,12,24,1,Premium,Enterprise
CUST_00118,CUST_00118_C3,3,제조업,50-299인,2022-01-08,2025-01-10,2026-01-10,12,36,2,Premium,Enterprise
CUST_00119,CUST_00119_C1,1,제조업,5-49인,2024-03-09,2024-03-09,2025-03-09,12,0,0,Basic,Standard
CUST_00119,CUST_00119_C2,2,제조업,5-49인,2024-03-09,2025-03-10,2026-03-10,12,12,1,Basic,Enterprise
CUST_00120,CUST_00120_C1,1,금융/보험,5-49인,2024-04-24,2024-04-24,2026-04-24,24,0,0,Basic,Priority
CUST_00121,CUST_00121_C1,1,제조업,5-49인,2023-09-28,2023-09-28,2024-09-28,12,0,0,Basic,Standard
CUST_00122,CUST_00122_C1,1,제조업,5-49인,2023-01-02,2023-01-02,2025-01-02,24,0,0,Basic,Enterprise
CUST_00123,CUST_00123_C1,1,금융/보험,5-49인,2025-03-07,2025-03-07,2027-03-07,24,0,0,Basic,Standard
CUST_00124,CUST_00124_C1,1,금융/보험,5-49인,2022-04-21,2022-04-21,2024-04-21,24,0,0,Basic,Priority
CUST_00124,CUST_00124_C2,2,금융/보험,5-49인,2022-04-21,2024-04-22,2026-04-22,24,24,1,Basic,Standard
CUST_00124,CUST_00124_C3,3,금융/보험,5-49인,2022-04-21,2026-04-23,2027-04-23,12,48,2,Basic,Priority
CUST_00125,CUST_00125_C1,1,유통/커머스,5-49인,2023-01-11,2023-01-11,2024-01-11,12,0,0,Basic,Priority
